inclusion nb ; Z rotation ; theta ; phi ; rotMat11 ; rotMat12 ; rotMat13 ; rotMat21 ; rotMat22 ; rotMat23 ; rotMat31 ; rotMat32 ; rotMat33
65  ;  0 ; 78.3189 ; 2.68071 ; 0.202243 ; -0.0467702 ; 0.978218 ; 0.00946928 ; 0.998906 ; 0.0458015 ; -0.97929 ; 0 ; 0.202464
66  ;  0 ; 87.2303 ; 179.211 ; -0.0483176 ; -0.0137741 ; -0.998737 ; 0.000665595 ; -0.999905 ; 0.013758 ; -0.998832 ; 0 ; 0.0483222
66  ;  0 ; 87.2303 ; 179.211 ; -0.0483176 ; -0.0137741 ; -0.998737 ; 0.000665595 ; -0.999905 ; 0.013758 ; -0.998832 ; 0 ; 0.0483222
67  ;  0 ; 101.629 ; 178.997 ; 0.201538 ; -0.0175095 ; -0.979324 ; -0.00352936 ; -0.999847 ; 0.0171501 ; -0.979474 ; 0 ; -0.201568
68  ;  0 ; 18.8481 ; -178.362 ; -0.945992 ; 0.0285805 ; -0.322928 ; -0.0270479 ; -0.999591 ; -0.00923322 ; -0.32306 ; 0 ; 0.946378
69  ;  0 ; 75.9747 ; 153.198 ; -0.216315 ; -0.450909 ; -0.865961 ; 0.109278 ; -0.89257 ; 0.437467 ; -0.970189 ; 0 ; 0.242351
69  ;  0 ; 75.9747 ; 153.198 ; -0.216315 ; -0.450909 ; -0.865961 ; 0.109278 ; -0.89257 ; 0.437467 ; -0.970189 ; 0 ; 0.242351
69  ;  0 ; 75.9747 ; 153.198 ; -0.216315 ; -0.450909 ; -0.865961 ; 0.109278 ; -0.89257 ; 0.437467 ; -0.970189 ; 0 ; 0.242351
69  ;  0 ; 75.9747 ; 153.198 ; -0.216315 ; -0.450909 ; -0.865961 ; 0.109278 ; -0.89257 ; 0.437467 ; -0.970189 ; 0 ; 0.242351
70  ;  0 ; 87.2303 ; 179.211 ; -0.0483176 ; -0.0137741 ; -0.998737 ; 0.000665595 ; -0.999905 ; 0.013758 ; -0.998832 ; 0 ; 0.0483222
71  ;  0 ; 114.311 ; 3.52334 ; -0.41091 ; -0.0614551 ; 0.909602 ; -0.0253003 ; 0.99811 ; 0.0560056 ; -0.911325 ; 0 ; -0.411688
71  ;  0 ; 114.311 ; 3.52334 ; -0.41091 ; -0.0614551 ; 0.909602 ; -0.0253003 ; 0.99811 ; 0.0560056 ; -0.911325 ; 0 ; -0.411688
72  ;  0 ; 89.1189 ; 2.75787 ; 0.0153599 ; -0.0481154 ; 0.998724 ; 0.000739907 ; 0.998842 ; 0.0481097 ; -0.999882 ; 0 ; 0.0153778
73  ;  0 ; 98.0291 ; 179.051 ; 0.139657 ; -0.0165581 ; -0.990062 ; -0.00231277 ; -0.999863 ; 0.0163958 ; -0.990197 ; 0 ; -0.139676
73  ;  0 ; 98.0291 ; 179.051 ; 0.139657 ; -0.0165581 ; -0.990062 ; -0.00231277 ; -0.999863 ; 0.0163958 ; -0.990197 ; 0 ; -0.139676
74  ;  0 ; 90.529 ; 161.159 ; 0.00873849 ; -0.322942 ; -0.946378 ; -0.00298179 ; -0.946419 ; 0.322928 ; -0.999957 ; 0 ; -0.00923322
75  ;  0 ; 97.9733 ; 175.371 ; 0.13826 ; -0.0806975 ; -0.987103 ; -0.0111937 ; -0.996739 ; 0.0799173 ; -0.990333 ; 0 ; -0.138712
75  ;  0 ; 97.9733 ; 175.371 ; 0.13826 ; -0.0806975 ; -0.987103 ; -0.0111937 ; -0.996739 ; 0.0799173 ; -0.990333 ; 0 ; -0.138712
76  ;  0 ; 89.9542 ; 132.364 ; -0.000538118 ; -0.738874 ; -0.673843 ; 0.00059005 ; -0.673844 ; 0.738874 ; -1 ; 0 ; 0.00079858
77  ;  0 ; 68.9039 ; 160.017 ; -0.338263 ; -0.341745 ; -0.876806 ; 0.123005 ; -0.939793 ; 0.318841 ; -0.932978 ; 0 ; 0.359933
77  ;  0 ; 68.9039 ; 160.017 ; -0.338263 ; -0.341745 ; -0.876806 ; 0.123005 ; -0.939793 ; 0.318841 ; -0.932978 ; 0 ; 0.359933
77  ;  0 ; 68.9039 ; 160.017 ; -0.338263 ; -0.341745 ; -0.876806 ; 0.123005 ; -0.939793 ; 0.318841 ; -0.932978 ; 0 ; 0.359933
77  ;  0 ; 68.9039 ; 160.017 ; -0.338263 ; -0.341745 ; -0.876806 ; 0.123005 ; -0.939793 ; 0.318841 ; -0.932978 ; 0 ; 0.359933
78  ;  0 ; 68.4366 ; 136.588 ; -0.266986 ; -0.687241 ; -0.675588 ; 0.252582 ; -0.72643 ; 0.639141 ; -0.930011 ; 0 ; 0.367531
78  ;  0 ; 68.4366 ; 136.588 ; -0.266986 ; -0.687241 ; -0.675588 ; 0.252582 ; -0.72643 ; 0.639141 ; -0.930011 ; 0 ; 0.367531
79  ;  0 ; 83.5751 ; 175.597 ; -0.111571 ; -0.076769 ; -0.990787 ; 0.00859052 ; -0.997049 ; 0.0762868 ; -0.993719 ; 0 ; 0.111901
79  ;  0 ; 83.5751 ; 175.597 ; -0.111571 ; -0.076769 ; -0.990787 ; 0.00859052 ; -0.997049 ; 0.0762868 ; -0.993719 ; 0 ; 0.111901
80  ;  0 ; 103.421 ; 10.5781 ; -0.228157 ; -0.183575 ; 0.956162 ; -0.0426079 ; 0.983006 ; 0.178562 ; -0.972692 ; 0 ; -0.232101
80  ;  0 ; 103.421 ; 10.5781 ; -0.228157 ; -0.183575 ; 0.956162 ; -0.0426079 ; 0.983006 ; 0.178562 ; -0.972692 ; 0 ; -0.232101
81  ;  0 ; 99.9168 ; 2.9811 ; -0.171986 ; -0.0520065 ; 0.983726 ; -0.00895649 ; 0.998647 ; 0.0512294 ; -0.985059 ; 0 ; -0.172219
82  ;  0 ; 90.7178 ; 171.958 ; 0.0124042 ; -0.139898 ; -0.990088 ; -0.00175256 ; -0.990166 ; 0.139887 ; -0.999922 ; 0 ; -0.0125274
82  ;  0 ; 90.7178 ; 171.958 ; 0.0124042 ; -0.139898 ; -0.990088 ; -0.00175256 ; -0.990166 ; 0.139887 ; -0.999922 ; 0 ; -0.0125274
83  ;  0 ; 94.2531 ; 168.076 ; 0.0725615 ; -0.206616 ; -0.975728 ; -0.015323 ; -0.978422 ; 0.206047 ; -0.997246 ; 0 ; -0.0741617
83  ;  0 ; 94.2531 ; 168.076 ; 0.0725615 ; -0.206616 ; -0.975728 ; -0.015323 ; -0.978422 ; 0.206047 ; -0.997246 ; 0 ; -0.0741617
84  ;  0 ; 103.343 ; 18.0447 ; -0.219427 ; -0.309759 ; 0.925149 ; -0.0714853 ; 0.950815 ; 0.301397 ; -0.973007 ; 0 ; -0.230777
84  ;  0 ; 103.343 ; 18.0447 ; -0.219427 ; -0.309759 ; 0.925149 ; -0.0714853 ; 0.950815 ; 0.301397 ; -0.973007 ; 0 ; -0.230777
84  ;  0 ; 103.343 ; 18.0447 ; -0.219427 ; -0.309759 ; 0.925149 ; -0.0714853 ; 0.950815 ; 0.301397 ; -0.973007 ; 0 ; -0.230777
85  ;  0 ; 63.9159 ; 2.78707 ; 0.439169 ; -0.0486244 ; 0.897087 ; 0.0213796 ; 0.998817 ; 0.043672 ; -0.89815 ; 0 ; 0.439689
86  ;  0 ; 103.421 ; 10.5781 ; -0.228157 ; -0.183575 ; 0.956162 ; -0.0426079 ; 0.983006 ; 0.178562 ; -0.972692 ; 0 ; -0.232101
86  ;  0 ; 103.421 ; 10.5781 ; -0.228157 ; -0.183575 ; 0.956162 ; -0.0426079 ; 0.983006 ; 0.178562 ; -0.972692 ; 0 ; -0.232101
87  ;  0 ; 81.9186 ; 2.73169 ; 0.140421 ; -0.0476589 ; 0.988944 ; 0.00669991 ; 0.998864 ; 0.0471856 ; -0.990069 ; 0 ; 0.140581
88  ;  0 ; 90.4616 ; 157.56 ; 0.00744628 ; -0.381723 ; -0.924247 ; -0.00307529 ; -0.924277 ; 0.381711 ; -0.999968 ; 0 ; -0.00805633
88  ;  0 ; 90.4616 ; 157.56 ; 0.00744628 ; -0.381723 ; -0.924247 ; -0.00307529 ; -0.924277 ; 0.381711 ; -0.999968 ; 0 ; -0.00805633
89  ;  0 ; 81.9186 ; 2.73169 ; 0.140421 ; -0.0476589 ; 0.988944 ; 0.00669991 ; 0.998864 ; 0.0471856 ; -0.990069 ; 0 ; 0.140581
89  ;  0 ; 81.9186 ; 2.73169 ; 0.140421 ; -0.0476589 ; 0.988944 ; 0.00669991 ; 0.998864 ; 0.0471856 ; -0.990069 ; 0 ; 0.140581
89  ;  0 ; 81.9186 ; 2.73169 ; 0.140421 ; -0.0476589 ; 0.988944 ; 0.00669991 ; 0.998864 ; 0.0471856 ; -0.990069 ; 0 ; 0.140581
90  ;  0 ; 69.1106 ; 171.705 ; -0.352836 ; -0.144266 ; -0.924497 ; 0.0514402 ; -0.989539 ; 0.134783 ; -0.93427 ; 0 ; 0.356566
90  ;  0 ; 69.1106 ; 171.705 ; -0.352836 ; -0.144266 ; -0.924497 ; 0.0514402 ; -0.989539 ; 0.134783 ; -0.93427 ; 0 ; 0.356566
91  ;  0 ; 49.5078 ; 3.24873 ; 0.648301 ; -0.0566706 ; 0.759272 ; 0.0367988 ; 0.998393 ; 0.0430976 ; -0.760494 ; 0 ; 0.649345
91  ;  0 ; 49.5078 ; 3.24873 ; 0.648301 ; -0.0566706 ; 0.759272 ; 0.0367988 ; 0.998393 ; 0.0430976 ; -0.760494 ; 0 ; 0.649345
92  ;  0 ; 90.7754 ; 175.558 ; 0.0134915 ; -0.0774517 ; -0.996905 ; -0.00104809 ; -0.996996 ; 0.0774446 ; -0.999908 ; 0 ; -0.0135322
92  ;  0 ; 90.7754 ; 175.558 ; 0.0134915 ; -0.0774517 ; -0.996905 ; -0.00104809 ; -0.996996 ; 0.0774446 ; -0.999908 ; 0 ; -0.0135322
93  ;  0 ; 69.1106 ; 171.705 ; -0.352836 ; -0.144266 ; -0.924497 ; 0.0514402 ; -0.989539 ; 0.134783 ; -0.93427 ; 0 ; 0.356566
93  ;  0 ; 69.1106 ; 171.705 ; -0.352836 ; -0.144266 ; -0.924497 ; 0.0514402 ; -0.989539 ; 0.134783 ; -0.93427 ; 0 ; 0.356566
94  ;  0 ; 85.5182 ; 2.78176 ; 0.0780501 ; -0.0485318 ; 0.995767 ; 0.00379238 ; 0.998822 ; 0.0483834 ; -0.996942 ; 0 ; 0.0781422
95  ;  0 ; 65.4407 ; 167.625 ; -0.405977 ; -0.214313 ; -0.888399 ; 0.0890759 ; -0.976765 ; 0.194924 ; -0.909532 ; 0 ; 0.415635
95  ;  0 ; 65.4407 ; 167.625 ; -0.405977 ; -0.214313 ; -0.888399 ; 0.0890759 ; -0.976765 ; 0.194924 ; -0.909532 ; 0 ; 0.415635
95  ;  0 ; 65.4407 ; 167.625 ; -0.405977 ; -0.214313 ; -0.888399 ; 0.0890759 ; -0.976765 ; 0.194924 ; -0.909532 ; 0 ; 0.415635
95  ;  0 ; 65.4407 ; 167.625 ; -0.405977 ; -0.214313 ; -0.888399 ; 0.0890759 ; -0.976765 ; 0.194924 ; -0.909532 ; 0 ; 0.415635
96  ;  0 ; 92.669 ; 6.55078 ; -0.0462612 ; -0.114084 ; 0.992393 ; -0.00531234 ; 0.993471 ; 0.11396 ; -0.998915 ; 0 ; -0.0465652
96  ;  0 ; 92.669 ; 6.55078 ; -0.0462612 ; -0.114084 ; 0.992393 ; -0.00531234 ; 0.993471 ; 0.11396 ; -0.998915 ; 0 ; -0.0465652
97  ;  0 ; 94.3149 ; 171.752 ; 0.0744595 ; -0.143461 ; -0.986851 ; -0.0107937 ; -0.989656 ; 0.143054 ; -0.997166 ; 0 ; -0.0752378
98  ;  0 ; 94.4295 ; 179.105 ; 0.0772227 ; -0.0156235 ; -0.996891 ; -0.00120664 ; -0.999878 ; 0.0155769 ; -0.997013 ; 0 ; -0.0772321
98  ;  0 ; 94.4295 ; 179.105 ; 0.0772227 ; -0.0156235 ; -0.996891 ; -0.00120664 ; -0.999878 ; 0.0155769 ; -0.997013 ; 0 ; -0.0772321
99  ;  0 ; 87.1747 ; 175.541 ; -0.0491424 ; -0.0777526 ; -0.995761 ; 0.00383255 ; -0.996973 ; 0.0776581 ; -0.998784 ; 0 ; 0.0492916
99  ;  0 ; 87.1747 ; 175.541 ; -0.0491424 ; -0.0777526 ; -0.995761 ; 0.00383255 ; -0.996973 ; 0.0776581 ; -0.998784 ; 0 ; 0.0492916
100  ;  0 ; 90.5944 ; 164.759 ; 0.0100088 ; -0.262886 ; -0.964775 ; -0.00272709 ; -0.964827 ; 0.262872 ; -0.999946 ; 0 ; -0.0103737
101  ;  0 ; 87.2303 ; 179.211 ; -0.0483176 ; -0.0137741 ; -0.998737 ; 0.000665595 ; -0.999905 ; 0.013758 ; -0.998832 ; 0 ; 0.0483222
102  ;  0 ; 90.6574 ; 168.358 ; 0.0112371 ; -0.201791 ; -0.979364 ; -0.00231518 ; -0.979429 ; 0.201778 ; -0.999934 ; 0 ; -0.0114732
102  ;  0 ; 90.6574 ; 168.358 ; 0.0112371 ; -0.201791 ; -0.979364 ; -0.00231518 ; -0.979429 ; 0.201778 ; -0.999934 ; 0 ; -0.0114732
103  ;  0 ; 98.0291 ; 179.051 ; 0.139657 ; -0.0165581 ; -0.990062 ; -0.00231277 ; -0.999863 ; 0.0163958 ; -0.990197 ; 0 ; -0.139676
104  ;  0 ; 76.1177 ; 160.682 ; -0.22642 ; -0.330815 ; -0.916131 ; 0.0793719 ; -0.943696 ; 0.321152 ; -0.970791 ; 0 ; 0.239929
105  ;  0 ; 89.1189 ; 2.75787 ; 0.0153599 ; -0.0481154 ; 0.998724 ; 0.000739907 ; 0.998842 ; 0.0481097 ; -0.999882 ; 0 ; 0.0153778
105  ;  0 ; 89.1189 ; 2.75787 ; 0.0153599 ; -0.0481154 ; 0.998724 ; 0.000739907 ; 0.998842 ; 0.0481097 ; -0.999882 ; 0 ; 0.0153778
