inclusion nb ; x ; y ; z
1 ; 0.0926063 ; 0.0659818 ; 0.0903965
1 ; 0.0157163 ; 0.0660397 ; 0.0886409
1 ; 0.0925123 ; 0.0656837 ; 0.0105538
1 ; 0.0155984 ; 0.0659531 ; 0.0122065
2 ; 0.0518692 ; 0.0910794 ; 0.00833842
2 ; 0.0513877 ; 0.0128033 ; 0.00964017
2 ; 0.0515953 ; 0.0902813 ; 0.0867132
2 ; 0.0513422 ; 0.0136741 ; 0.0858532
3 ; 0.0411725 ; 0.0894946 ; 0.0577747
3 ; 0.040832 ; 0.0127251 ; 0.0570783
