inclusion nb ; x ; y ; z
1 ; 0.109216 ; 0.0658412 ; 0.100681
1 ; 0.00921638 ; 0.0658412 ; 0.100681
1 ; 0.109216 ; 0.0658412 ; 0.000680635
1 ; 0.00921638 ; 0.0658412 ; 0.000680635
2 ; 0.0514623 ; 0.104564 ; -0.00582808
2 ; 0.0514623 ; 0.0045639 ; -0.00582808
2 ; 0.0514623 ; 0.104564 ; 0.0941719
2 ; 0.0514623 ; 0.0045639 ; 0.0941719
3 ; 0.0416638 ; 0.102515 ; 0.0598858
3 ; 0.0416638 ; 0.00251483 ; 0.0598858
